timestamp,ticker,asset,flow_usd_m
2025-04-17,EZET,ETH,0.0
2025-04-17,ETHE,ETH,0.0
2025-04-17,ETH,ETH,0.0
2025-04-21,ETHA,ETH,0.0
2025-04-21,FETH,ETH,0.0
2025-04-21,ETHW,ETH,0.0
2025-04-21,TETH,ETH,0.0
2025-04-21,ETHV,ETH,0.0
2025-04-21,QETH,ETH,0.0
2025-04-21,EZET,ETH,0.0
2025-04-21,ETHE,ETH,-25.4
2025-04-21,ETH,ETH,0.0
2025-04-22,ETHA,ETH,0.0
2025-04-22,FETH,ETH,32.7
2025-04-22,ETHW,ETH,6.1
2025-04-22,TETH,ETH,0.0
2025-04-22,ETHV,ETH,0.0
2025-04-22,QETH,ETH,0.0
2025-04-22,EZET,ETH,0.0
2025-04-22,ETHE,ETH,0.0
2025-04-22,ETH,ETH,0.0
2025-04-23,ETHA,ETH,-30.3
2025-04-23,FETH,ETH,0.0
2025-04-23,ETHW,ETH,0.0
2025-04-23,TETH,ETH,0.0
2025-04-23,ETHV,ETH,0.0
2025-04-23,QETH,ETH,0.0
2025-04-23,EZET,ETH,0.0
2025-04-23,ETHE,ETH,0.0
2025-04-23,ETH,ETH,6.4
2025-04-24,ETHA,ETH,40.0
2025-04-24,FETH,ETH,0.0
2025-04-24,ETHW,ETH,5.1
2025-04-24,TETH,ETH,4.1
2025-04-24,ETHV,ETH,2.6
2025-04-24,QETH,ETH,0.0
2025-04-24,EZET,ETH,0.0
2025-04-24,ETHE,ETH,-6.6
2025-04-24,ETH,ETH,18.3
2025-04-25,ETHA,ETH,54.4
2025-04-25,FETH,ETH,35.9
2025-04-25,ETHW,ETH,1.8
2025-04-25,TETH,ETH,0.0
2025-04-25,ETHV,ETH,0.0
2025-04-25,QETH,ETH,1.8
2025-04-25,EZET,ETH,0.0
2025-04-25,ETHE,ETH,0.0
2025-04-25,ETH,ETH,10.2
2025-04-28,ETHA,ETH,67.5
2025-04-28,FETH,ETH,0.0
2025-04-28,ETHW,ETH,-3.4
2025-04-28,TETH,ETH,0.0
2025-04-28,ETHV,ETH,0.0
2025-04-28,QETH,ETH,0.0
2025-04-28,EZET,ETH,0.0
2025-04-28,ETHE,ETH,0.0
2025-04-28,ETH,ETH,0.0
2025-04-29,ETHA,ETH,0.0
2025-04-29,FETH,ETH,25.5
2025-04-29,ETHW,ETH,0.0
2025-04-29,TETH,ETH,0.0
2025-04-29,ETHV,ETH,0.0
2025-04-29,QETH,ETH,0.0
2025-04-29,EZET,ETH,0.0
2025-04-29,ETHE,ETH,-7.1
2025-04-29,ETH,ETH,0.0
2025-04-30,ETHA,ETH,0.0
2025-04-30,FETH,ETH,5.8
2025-04-30,ETHW,ETH,-1.0
2025-04-30,TETH,ETH,0.0
2025-04-30,ETHV,ETH,0.0
2025-04-30,QETH,ETH,0.0
2025-04-30,EZET,ETH,0.0
2025-04-30,ETHE,ETH,-7.1
2025-04-30,ETH,ETH,0.0
2025-05-01,ETHA,ETH,0.0
2025-05-01,FETH,ETH,6.5
2025-05-01,ETHW,ETH,0.0
2025-05-01,TETH,ETH,0.0
2025-05-01,ETHV,ETH,0.0
2025-05-01,QETH,ETH,0.0
2025-05-01,EZET,ETH,0.0
2025-05-01,ETHE,ETH,-12.0
2025-05-01,ETH,ETH,12.0
2025-05-02,ETHA,ETH,20.1
2025-05-02,FETH,ETH,0.0
2025-05-02,ETHW,ETH,0.0
2025-05-02,TETH,ETH,0.0
2025-05-02,ETHV,ETH,0.0
2025-05-02,QETH,ETH,0.0
2025-05-02,EZET,ETH,0.0
2025-05-02,ETHE,ETH,0.0
2025-05-02,ETH,ETH,0.0
2025-05-05,ETHA,ETH,0.0
2025-05-05,FETH,ETH,0.0
2025-05-05,ETHW,ETH,0.0
